ID	CLPA	PBASE	TYPE	PLACE	MANNER	VOICE	MODIFICATIONS
377	t̪ˤ	t̪ˤ	consonant	dental	stop	voiceless	pharyngealized
378	d̪ˤ	d̪ˤ	consonant	dental	stop	voiced	pharyngealized
379	d̪ː	d̪ː	consonant	dental	stop	voiced_long	plain
380	d̪ʰ	d̪ʰ	consonant	dental	stop	voiced	aspirated
381	t̪	t̪	consonant	dental	stop	voiceless	plain
382	t̪ʰ	t̪ʰ	consonant	dental	stop	voiceless	aspirated
383	t̪ⁿ	t̪ⁿ	consonant	dental	stop	voiceless	postnasalized
384	d̪ʲ	d̪ʲ	consonant	dental	stop	voiced	palatalized
385	t̪ː	t̪ː	consonant	dental	stop	voiceless_long	plain
386	d̪ˤː	d̪ˤː	consonant	dental	stop	voiced_long	pharyngealized
387	r̪ʲ	r̪ʲ	consonant	dental	trill	voiced	palatalized
388	r̪	r̪	consonant	dental	trill	voiced	plain
389	s̪v	s̪v	consonant	dental_to_labiodental	fricative	voiceless_to_voiced	plain
390	z̪v	z̪v	consonant	dental_to_labiodental	fricative	voiced	plain
391	t̪c	t̪͡c	consonant	dental_to_palatal	stop	voiceless	plain
392	d̪ʒ	d̪ʒ	consonant	dental_to_postalveolar	affricate	voiced	plain
393	t̪ʃ	t̪ʃ	consonant	dental_to_postalveolar	affricate	voiceless	plain
394	t̪k	t̪͡k	consonant	dental_to_velar	stop	voiceless	plain
395	ʜ	ʜ	consonant	epiglottal	fricative	voiceless	plain
396	ʡ	ʡ	consonant	epiglottal	fricative	voiced	plain
397	ʢ	ʢ	consonant	epiglottal	stop	voiceless	plain
398	hˤ	hˤ	consonant	glottal	fricative	voiceless	pharyngealized
399	ɦʲ	ɦʲ	consonant	glottal	fricative	voiced	palatalized
400	ɦ	ɦ	consonant	glottal	fricative	voiced	plain
401	hʷː	hʷː	consonant	glottal	fricative	voiceless_long	labialized
402	ɦʷ	ɦʷ	consonant	glottal	fricative	voiced	labialized
403	h̃	h̃	consonant	glottal	fricative	voiceless	nasalized
404	h	h	consonant	glottal	fricative	voiceless	plain
405	hʲ	hʲ	consonant	glottal	fricative	voiceless	palatalized
406	hʷ	hʷ	consonant	glottal	fricative	voiceless	labialized
407	ɦ̃	ɦ̃	consonant	glottal	fricative	voiced	nasalized
408	ʔ	ʔ	consonant	glottal	stop	voiceless	plain
409	ʔʷ	ʔʷ	consonant	glottal	stop	voiceless	labialized
410	ʔˤ	ʔˤ	consonant	glottal	stop	voiceless	pharyngealized
411	d̪ð	d̪ð	consonant	interdental	affricate	voiced	plain
412	t̪θ	t̪θ	consonant	interdental	affricate	voiceless	plain
413	ɾð	ɾð	consonant	interdental	flap	voiced	plain
414	ðʲ	ðʲ	consonant	interdental	fricative	voiced	palatalized
415	ⁿð	nð	consonant	interdental	fricative	voiced	prenasalized
416	θ	θ	consonant	interdental	fricative	voiceless	plain
417	ðˤ	ðˤ	consonant	interdental	fricative	voiced	pharyngealized
418	ð	ð	consonant	interdental	fricative	voiced	plain
419	ðˠ	ðˠ	consonant	interdental	fricative	voiced	velarized
420	θˀ	θʼ	consonant	interdental	fricative	voiceless	glottalized
421	ðn	ðn	consonant	interdental	nasal_spirant	voiceless	plain
422	pv	pv	consonant	labiodental	affricate	voiceless_to_voiced	plain
423	pf	pf	consonant	labiodental	affricate	voiceless	plain
424	pfʰ	pfʰ	consonant	labiodental	affricate	voiceless	aspirated
425	bv	bv	consonant	labiodental	affricate	voiced	plain
426	ʋ*	ʋ*	consonant	labiodental	approximant	voiced	lax
427	ʋ	ʋ	consonant	labiodental	approximant	voiced	plain
428	ʋʰ	ʋʰ	consonant	labiodental	approximant	voiced	aspirated
429	ʋʲ	ʋʲ	consonant	labiodental	approximant	voiced	palatalized
430	ʋ̃	ʋ̃	consonant	labiodental	approximant	voiced	nasalized
430	ʋ̃	ʋ̃	consonant	labiodental	approximant	voiced	nasalized
432		vɾ,	consonant	labiodental	flap	voiced	plain
433	vʲ	vʲ	consonant	labiodental	fricative	voiced	palatalized
434	fʲ	fʲ	consonant	labiodental	fricative	voiceless	palatalized
435	v̥	v̥	consonant	labiodental	fricative	devoiced	plain
436	ᵐf	f	consonant	labiodental	fricative	voiceless	prenasalized
437	vː		consonant	labiodental	fricative	voiced_long	plain
438	vʷ	vʷ	consonant	labiodental	fricative	voiced	labialized
439	vˡ	vˡ	consonant	labiodental	fricative	voiced	lateral
440	vˤ	vˤ	consonant	labiodental	fricative	voiced	pharyngealized
441	fˡ	fˡ	consonant	labiodental	fricative	voiceless	lateral
442	fˀ	fʼ	consonant	labiodental	fricative	voiceless	glottalized
443	fː	fː	consonant	labiodental	fricative	voiceless_long	plain
444	v̤	v̤	consonant	labiodental	fricative	breathy	plain
445	ṽʲ	ṽʲ	consonant	labiodental	fricative	voiced	nasalized_palatalized
446	ᶬf	ɱ̥f	consonant	labiodental	fricative	voiceless	voiceless_prenasalized
447	fˤ	fˤ	consonant	labiodental	fricative	voiceless	pharyngealized
448	vʰ	vʰ	consonant	labiodental	fricative	voiced	aspirated
449	fʷ	fʷ	consonant	labiodental	fricative	voiceless	labialized
450	v	v	consonant	labiodental	fricative	voiced	plain
451	f	f	consonant	labiodental	fricative	voiceless	plain
452	ɱ	ɱ	consonant	labiodental	nasal	voiced	plain
453	v̌	v̌	consonant	labiodental	trill	voiced	plain
454	fʃ	fʃ	consonant	labiodental_to_postalveolar	fricative	voiceless	plain
455	bʝ	b͡ʝ	consonant	labiopalatal	affricate	voiced	plain
456	bç	b͡ç	consonant	labiopalatal	affricate	voiced_to_voiceless	plain
457	ɥ	ɥ	consonant	labiopalatal	approximant	voiced	plain
458	ɥ̥	ɥ̥	consonant	labiopalatal	approximant	voiceless	plain
459	w̃	w̃	consonant	labiovelar	approximant	voiced	nasalized
460	wʱ	wɦ	consonant	labiovelar	approximant	voiced	voiced_aspirated
461	w	w	consonant	labiovelar	approximant	voiced	plain
462	w*	w*	consonant	labiovelar	approximant	voiced	lax
463	wˤ	wˤ	consonant	labiovelar	approximant	voiced	pharyngealized
464	wː	wː	consonant	labiovelar	approximant	voiced_long	plain
465	wʰ	wʰ	consonant	labiovelar	approximant	voiced	aspirated
466	ˀw	ʔw	consonant	labiovelar	approximant	voiced	preglottalized
467	wˀ	wʼ	consonant	labiovelar	approximant	voiced	glottalized
468	ʍ	ʍ	consonant	labiovelar	approximant	voiceless	plain
469	wʲ	wʲ	consonant	labiovelar	approximant	voiced	palatalized
470	ɣβ	ɣ͡β	consonant	labiovelar	fricative	voiced	plain
471	xɸ	x͡ɸ	consonant	labiovelar	fricative	voiceless	plain
472	ɠɓ	ɠ͡ɓ	consonant	labiovelar	implosive	voiced	plain
473	o̯	o̯	consonant	labiovelar	mid_approximant	voiced	plain
474	ŋmʲ	ŋ͡mʲ	consonant	labiovelar	nasal	voiced	palatalized
475	ŋm	ŋ͡m	consonant	labiovelar	nasal	voiced	plain
476	ĝb̂	ɡ̂͡b̂	consonant	labiovelar	stop	voiced	lenis
477	ᵐgb	ɡ͡b	consonant	labiovelar	stop	voiced	labial_prenasalized
478	ᵑgb	ɡ͡b	consonant	labiovelar	stop	voiced	velar_prenasalized
479	ᵐkp	k͡p	consonant	labiovelar	stop	voiceless	labial_prenasalized
480	kp	k͡p	consonant	labiovelar	stop	voiceless	plain
481	pkʰ	p͡kʰ	consonant	labiovelar	stop	voiceless	aspirated
482	k̂p̂	k̂͡p̂	consonant	labiovelar	stop	voiceless	lenis
483	gbʲ	ɡ͡bʲ	consonant	labiovelar	stop	voiced	palatalized
484	kpʲ	k͡pʲ	consonant	labiovelar	stop	voiceless	palatalized
485	gb	ɡ͡b	consonant	labiovelar	stop	voiced	plain
486	gp	ɡ͡p	consonant	labiovelar	stop	voiced_to_voiceless	plain
487	kpʷ	k͡pʷ	consonant	labiovelar	stop	voiceless	labialized
488	ᵑᵐgb	ɡ͡b	consonant	labiovelar	stop	voiced	prenasalized
489	gbʷ	ɡ͡bʷ	consonant	labiovelar	stop	voiced	labialized
490	gɓ	ɡ͡ɓ	consonant	labiovelar	stop_to_implosive	voiced	plain
491	t̻s̻	t̻s̻	consonant	laminal_alveolar	affricate	voiceless	plain
492	s̻ˤ	s̻ˤ	consonant	laminal_alveolar	fricative	voiceless	pharyngealized
493	z̻ˤ	z̻ˤ	consonant	laminal_alveolar	fricative	voiced	pharyngealized
494	s̻	s̻	consonant	laminal_alveolar	fricative	voiceless	plain
495	z̻	z̻	consonant	laminal_alveolar	fricative	voiced	plain
496	n̻	n̻	consonant	laminal_alveolar	nasal	voiced	plain
497	d̻	d̻	consonant	laminal_alveolar	stop	voiced	plain
498	d̻ʑ	d̻ʑ	consonant	laminal_alveolar_to_alveolopalatal	affricate	voiced	plain
499	t̻ɕʰ	t̻ɕʰ	consonant	laminal_alveolar_to_alveolopalatal	affricate	voiceless	aspirated
500	t̻ɕ	t̻ɕ	consonant	laminal_alveolar_to_alveolopalatal	affricate	voiceless	plain
501	t̻ɕˀ	t̻ɕʼ	consonant	laminal_alveolar_to_alveolopalatal	affricate	voiceless	glottalized
502	d̻ʒ̻	d̻ʒ̻	consonant	laminal_alveolar_to_laminal_postalveolar	affricate	voiced	plain
503	t̻ʃ̻	t̻ʃ̻	consonant	laminal_postalveolar	affricate	voiceless	plain
504	ʃ̥ʷ	ʃ̥ʷ	consonant	laminal_postalveolar	fricative	voiceless	labialized
505	ʒ̥ʷ	ʒ̥ʷ	consonant	laminal_postalveolar	fricative	voiced	labialized
506	ʒ̥	ʒ̥	consonant	laminal_postalveolar	fricative	voiced	plain
507	tɬˀ	tɬʼ	consonant	lateral	affricate	voiceless	glottalized
508	ⁿtɬ	ⁿtɬ	consonant	lateral	affricate	voiceless	prenasalized
509	tɬʰ	tɬʰ	consonant	lateral	affricate	voiceless	aspirated
510	tɬ	tɬ	consonant	lateral	affricate	voiceless	plain
511	ⁿdɮ	ⁿdɮ	consonant	lateral	affricate	voiced	prenasalized
512	ǁkxʔ	ǁkxʔ	consonant	lateral	click	voiceless	glottalized_kx_accompaniment
513	ǁ	ǁ	consonant	lateral	click	voiceless	plain
514	ǁqʔ	ǁqʔ	consonant	lateral	click	voiceless	glottalized_q_accompaniment
515	ʔǁn	ʔǁn	consonant	lateral	click	voiceless	glottalized_prenasalized
516	ǁʰ	ǁʰ	consonant	lateral	click	voiceless	aspirated
517	ǁʔ	ǁʔ	consonant	lateral	click	voiceless	glottalized
518	gǁkx	ɡǁkx	consonant	lateral	click	voiced	kx_accompaniment
519	gǁx	ɡǁx	consonant	lateral	click	voiced	x_accompaniment
